serial_no;title;status;fund_perc;category;place;last_updated;company;websites;project_link;description
263;RPGGen.com Digital RPG Supplement and Storytelling Platform;Launching;none;Web;Orlando, FL;;RPGGen;['https://rpggen.com/'];https://www.kickstarter.com/projects/rpggen/rpggencom-digital-rpg-supplement-and-storytelling-platform;RPGGen.com uses the advantages of the a digital medium to present RPG supplements and adventures in a new and exciting way.
264;FOE!;Launching;none;Apps;Denver, CO;;Duane Cole;[];https://www.kickstarter.com/projects/vdm/foe;The Virtual Dungeon Master (VDM) FOE! is a groundbreaking application set to revolutionize the world of tabletop role-playing games.
265;A.I. Parking Buddy - Gadget to help you park in tight spaces;Launching;none;Gadgets;Toronto, Canada;;TreadFIRE;['https://www.treadfire.com/'];https://www.kickstarter.com/projects/treadfire/parking-buddy-0;A Startup with a prototype looking to mass produce its invention.
266;TicketCube;Launching;none;Software;Los Angeles, CA;;Alan;[];https://www.kickstarter.com/projects/ticketcube/ticketcubeio;Your customizable 3D Digital Event Collectible, connecting you to your present and future remembrances of experiences past...forever
267;NanoPlay:The gaming laptop and handheld console hybrid.;Launching;none;Hardware;Lewes, DE;;NanoPlay;[];https://www.kickstarter.com/projects/1499680128/nanoplay-the-gaming-laptop-and-handheld-console-hybrid;Unleash limitless possibilities with your portable gaming and computing companion.
268;JSConf Colombia 2023;Launching;none;Software;Medellin, Colombia;;JSConfCol;['https://www.jsconf.co/'];https://www.kickstarter.com/projects/jsconfco/jsconf-colombia-2023;Our farewell community conference
269;SHINOI: ¿blanquearte los dientes incluso bebiendo café?;Launching;none;Gadgets;Murcia, Spain;;Dr. Javier Lozano;['https://www.linkedin.com/in/javier-lozano-zafra-65786128'];https://www.kickstarter.com/projects/shinoilabs/shinoi-labs-el-blanqueamiento-dental-definitivo;¿Te gustaría disfrutar nuestras VENTAJAS DE LANZAMIENTO? Regístrate y sé de l@s #1 en conseguir un blanqueamiento profesional en casa
270;Rise to the Top with Venrise App;Launching;none;Apps;Miami, FL;;Natalie Bru;[];https://www.kickstarter.com/projects/artbynbru/rise-to-the-top-with-venrise-app;Empowering Small Businesses: Venrise App - All-in-One Solution for Businesses, Vendors, Events, and Customers!
271;Driveyoo - Your car, Our chauffeurs;Launching;none;Apps;Nancy, France;;Gautier Grisoni;['https://driveyoo.com/'];https://www.kickstarter.com/projects/fast-id/fastid-simplify-secure-centralize;Entering the era of mobility 3.0.
272;A new cooking app📱 | Prototype Funding Round | GourmAI 🧑🍳;Launching;none;Apps;Nashville, TN;;Cody;['https://www.luminousbranding.com/'];https://www.kickstarter.com/projects/luminous-branding/discover-gourmai-where-recipes-come-to-life;Transform Your Kitchen, Unleash Your Creativity: GourmAI - Where Gourmet meets AI
273;WePitch - Find a Teammate;Launching;none;Apps;Udine, Italy;;Giacomo Liva;['http://wepitch.it/', 'https://www.instagram.com/wepitch_ja/'];https://www.kickstarter.com/projects/giacomoliva-wepitch/wepitch;WePitch è un'applicazione per incontri sportivi. Trova nuove attività e nuovi amici con cui praticare dello sport!
274;Deadstock District- Community Marketplace for Sneakerheads;Launching;none;Apps;Acworth, GA;;Brent Ward;[];https://www.kickstarter.com/projects/brentward/deadstock-district-community-marketplace-for-sneakerheads;We are an honest sneakerhead community where people can buy, sell, and trade shoes and share their collection with their network.
275;Dream Analytica;Launching;none;Apps;London, UK;;Dream Analytica;[];https://www.kickstarter.com/projects/idream/dream-analytica;A mobile dream interpretation app that aims to educate users about dreams, self-interpretation techniques, and psychological concepts
276;The UV Drink Locker - beverage storage for restrooms.;Launching;none;3D Printing;Edison, NJ;;Kyieme Jenna;[];https://www.kickstarter.com/projects/kj22/the-uv-drink-locker-beverage-storage-for-restrooms;Using UV technology we've created a sanitary solution for your drinks and small personal items when using the public restroom.
277;FlexiTouch™ | The Touchscreen for iMac & Studio Display;Launching;none;Hardware;Boston, MA;;IBW FlexiTouch;['https://flexitouch.io/'];https://www.kickstarter.com/projects/ibwflexitouch/flexitouchtm-the-touchscreen-for-imac-and-studio-display;Transform your iMac & Studio Display with Intuitive Touch | Multi-Point Capacitive Touch | Plug & Play | Easy Application
278;PowerShield: Your All-In-One Phone (Android and IOS);Launching;none;Gadgets;New York, NY;;Amir Biglari;['https://www.mrsoftart.com/'];https://www.kickstarter.com/projects/powershield-case/powershield-your-all-in-one-phone-android-and-ios;Unlock Your Phone's Full Potential with the All-Inclusive 3-in-1 Case: Storage, Power, and Protection
279;AI Trade Lab: AI powered automated cryptocurrency trading;Launching;none;Apps;Manchester, UK;;ShoniDigital;['https://shonidigital.com/'];https://www.kickstarter.com/projects/shonidigital/ai-trade-lab-ai-powered-automated-cryptocurrency-trading;AI Trade Lab uses the power of AI to help traders automate and analyse their trade performance
280;Empira Social: The Social Dining Experiment;Launching;none;Apps;Chicago, IL;;Krystle Senires;['https://krystlesenires.com/'];https://www.kickstarter.com/projects/empirasocial/empira-social-the-social-dining-experiment;Disrupt traditional social dining with Empira Social, the membership-based platform that matches foodies together to forge friendships.
281;ToyPal;Launching;none;Gadgets;London, UK;;Sami Samiee;['https://toypal.ai/'];https://www.kickstarter.com/projects/toypal/toypal-one;Easily attachable, heart-shaped device that turn soft toys into storytellers, crafting AI-personalized stories and routines for kids
282;ARdroid: The Augmented Reality Gaming Robot;Launching;none;Robots;Denver, CO;;Squirrel Robotics;['https://www.squirrel-robotics.com/'];https://www.kickstarter.com/projects/1040784076/ardroid-the-augmented-reality-gaming-robot;Control a real-life robot playing AR games!
283;LiberMotion: Rediscover Balance & Live Fearlessly;Launching;none;Hardware;Hong Kong, Hong Kong;;Libermotion;[];https://www.kickstarter.com/projects/libermotion/libermotion-rediscover-balance-and-live-fearlessly;LiberMotion: Rediscover Balance & Live Fearlessly
284;Story Craft: Unleashing Your Imagination;Launching;none;Apps;Asheville, NC;;TwistedMonkey;[];https://www.kickstarter.com/projects/nemeanoffical/storycraft-unleashing-your-imagination;Revolutionizing Storytelling with AI
285;INDIE;Launching;none;Apps;Washington, DC;;Adam;[];https://www.kickstarter.com/projects/adamindie/indie;A streaming service connecting independant And local theater and film productions to a broader audience
286;Boogie: Infinite Connections through Excited Live Chats;Launching;none;Apps;Breda, Netherlands;;Subscreatives;[];https://www.kickstarter.com/projects/chatboogie/boogie-infinite-connections-through-excited-live-chats;Unleash the Fire of Live Video Chats: Meet & Connect Globally, Spark New Friendships, and Ignite Boundless Connections!
287;Concord - That social place you imagined over on Discord🤭;Launching;none;Software;Boulder, CO;;Trent;[];https://www.kickstarter.com/projects/1097919106/concord-that-place-you-imagined-over-on-discord;Concord is that social place you imagined for communities of like-minded people to talk, hang out, and stay informed. Find your place.
288;KRE8 - The Creative Social App;Launching;none;Apps;Columbus, OH;;Kosmic Creations;[];https://www.kickstarter.com/projects/176258436/kre8-the-creative-social-app;Unleash your creativity on a KRE8 the new platform, where you can create, connect, support, and discover.
289;Stylie: Social Media for Fashion;Launching;none;Apps;Malibu, CA;;Lauren Polito;[];https://www.kickstarter.com/projects/stylie/stylie-social-media-for-fashion;Express your style, find pieces you are looking for, get inspiration from friends, and get real time votes on your outfits!
290;Exoditi | Personalised AI Fragrance for Wellness;Launching;none;Apps;London, UK;;Exoditi;['https://www.exoditi.com/'];https://www.kickstarter.com/projects/exoditi/exoditi-personalised-ai-fragrance-for-wellness;Embark on a sensory journey where fragrance meets AI technology, transforming your well-being and mental health.
291;Reel Tok Social Records Real Time Reactions To Shared Items;Launching;none;Apps;Santa Barbara, CA;;Gemini Kelly Andrew;['https://reeltok.net/'];https://www.kickstarter.com/projects/reeltok/reel-tok-social-records-real-time-reactions-to-shared-items;ReelTok Is A Social Network Where Your Shared Msgs Can Record Reel Reactions When Opened. Reel Laughs, Reel Emotion, Really You.
292;WolfEIQ. Messenger: AI App to Communicate Emotions Digitally;Launching;none;Apps;Berlin, Germany;;mary_wolfeiq;['https://eiq-app.com/'];https://www.kickstarter.com/projects/wolfeiq/wolfeiq-messenger-ai-app-to-communicate-emotions-digitally;Help train an AI model to identify emotions while typing based on the way you hold your phone. Download app: eiq-app.com
293;FanAlarm;Launching;none;Apps;Toronto, Canada;;Desiré Guilarte;[];https://www.kickstarter.com/projects/fanalarm/fanalarm;An App that notifies people of concerts in their area
294;Vehicle Ownership Reinvented - Digital ID Plus - Carchain;Launching;none;Software;Trieste, Italy;;Lisandro Espindola;['https://www.linkedin.com/in/lisandroespindola/'];https://www.kickstarter.com/projects/1888693439/vehicle-ownership-reinvented-carchain;Revolutionize your car ownership experience with our innovative platform - a secure, cutting-edge hub to optimize your vehicle’s value.
295;Novostead - Building The Future of AI, Together;Launching;none;Web;Copenhagen, Denmark;;Novostead;['https://www.novostead.com/'];https://www.kickstarter.com/projects/novostead/project-novostead;Our unique AI network and ecosystem empower AI startups by connecting them with investors, job seekers, field experts, and institutions
296;Life Sucks : Social/ Chat app;Launching;none;Apps;Austin, TX;;Seth Koch;['https://www.lifesucks.io/'];https://www.kickstarter.com/projects/lifesucks/life-sucks-social-chat-app;Life Sucks is an all-in-one social media app designed to help you share your true life, not your fake life.
297;TaskMines;Launching;none;Web;Athens, Greece;;Konstantinos;[];https://www.kickstarter.com/projects/733934190/taskmines;TaskMines is a freelancer marketplace created for young people who want to work on projects that match their interests and skills.
298;Roamih - The Newest Innovation in Parking Today;Launching;none;Apps;Toronto, Canada;;RoamiH;[];https://www.kickstarter.com/projects/roamihparkofficial/roamih-the-newest-innovation-in-parking-today;The newest way for owners to earn a passive income on parking spots they own, while consumers benefit from ultra low-cost parking.
299;CYBERCORE: REVOLUTIONARY VR CHARGING STATION;Launching;none;Gadgets;Hong Kong, Hong Kong;;AUBIKA;['https://aubika.store/'];https://www.kickstarter.com/projects/1707452825/aubika-vr-charging-helmet-for-vr-headset;First to bring high-power fast charging technology to VR charging. To be your reliable comrade in the virtual world.
300;Fun - Language Learning App powered by AI Assistants;Launching;none;Apps;Dover, DE;;FunLanguages;[];https://www.kickstarter.com/projects/funlanguages/fun-languages;Language learning powered by an army of Artificial Intelligence tutors
301;Fira: 2D Animation Software Design;Launching;none;Software;Gilbert, AZ;;Lerisha Duffy;[];https://www.kickstarter.com/projects/firanimation/fira-2d-animation-software-design;Unleash your creativity with our 2D animation software to bring your characters to life and focus on one thing: your story
302;Squeegee-Less;Launching;none;Gadgets;Houston, TX;;Bethany McClain;[];https://www.kickstarter.com/projects/squeegee-less/squeegee-less;Portable, Detachable & Rechargeable Battery Powered Wiper for Golf Carts, ATV's, Off Road Vehicles, Mirrors & Shower Glass Doors.
303;blafili B3: True Hi-Fi USB DAC with Bluetooth v5.1 Receiver;Launching;none;Sound;Shenzhen, China;;BLAFILI INC;['https://www.blafili.com/'];https://www.kickstarter.com/projects/blafili/blafili-b3-true-hi-fi-bluetooth-audio-receiver-and-usb-dac;Input: Bluetooth & USB | Outputs: OPT, COAX, RCA, XLR | Range: 100ft | Audio Codecs: LDAC, aptX HD, aptX LL, AAC, SBC | DAC: ES9018K2M
304;Roamih - Affordable Shared Parking Made Easy;Launching;none;Apps;Toronto, Canada;;Roamih;[];https://www.kickstarter.com/projects/roamih/roamih-affordable-shared-parking-made-easy;The newest way for owners to earn a passive income on parking spots they own, while consumers benefit from ultra low-cost parking.
305;Cursoid Duo: Hands-Free Full Phone Control;Launching;none;Gadgets;Munich, Germany;;CURSOID;['https://www.cursoid.com/'];https://www.kickstarter.com/projects/cursoid/cursoid-duo-hands-free-full-phone-control;Air Mouse | Click & Drag | Swipe | Zoom | Scroll | Volume Control | Accepting Calls
306;♛ Regal Throne mobile restroom 4.0 ♛;Launching;none;Technology;Casteltermini, Italy;;Alfonso Zaccone;[];https://www.kickstarter.com/projects/1102510793/regal-throne-mobile-restroom-40;✮Help us establish a STARTUP to create innovative mobile restrooms✮
307;Offjoin - The App for Environmental and Social Change;Launching;none;Apps;Milan, Italy;;Offjoin;['https://offjoin.com/'];https://www.kickstarter.com/projects/offjoin/offjoin;Join our community and make a positive impact on the world through ESG events and initiatives
308;Redalion, keep memories alive.;Launching;none;Apps;Wroclaw, Poland;;Redalion;['https://www.redalion.com/'];https://www.kickstarter.com/projects/redalion/redalion-keep-memories-alive;Unique platform to keep and share memories of our loved ones alive using Redalions.
309;Go-Worship;Launching;none;Apps;London, UK;;Rachael;['https://goworship.co.uk/'];https://www.kickstarter.com/projects/1062398338/go-worship;An app to make places of worship available to all. Specifically churches. Further development of existing app, and launch stage.
310;Dermatology App: Access expert skin care anytime, anywhere;Launching;none;Software;Zuzenhausen, Germany;;Hüseyin GÜNGÖR;['https://www.labirentai.com/'];https://www.kickstarter.com/projects/labirentai/dermatology-app-access-expert-skin-care-anytime-anywhere;Access expert dermatology care anytime, anywhere for a low price.
311;Dreamy Code - Data Visualizer for code bases;Launching;none;Software;Murrieta, CA;;Mike Miller;['https://www.dreamycode.com/'];https://www.kickstarter.com/projects/energytechnology/dreamy-code-data-visualizer-for-code-bases;Dreamy Code Visualizes data points and flow of your data from raw code bases. Simply choose a project directory and Dreamy Visualizes.
312;Vedic Math Books Integration with Ed-Tech;Launching;none;Software;Singapore, Singapore;;Lokesh Tayal and Kenneth Williams;['https://www.math2shine.com/', 'https://vedicmaths.org/'];https://www.kickstarter.com/projects/vedicmath/vedic-math-books-integration-with-ed-tech;Back an innovative Vedic Math project to ignite the love for Math & build Math confidence.
313;Find Focus - Science Based Productive, Management App;Launching;none;Apps;Pocatello, ID;;Oscar;[];https://www.kickstarter.com/projects/oscarklassen/find-focus-science-based-productive-management-app;Science based app - incorporates AI goal setting-achieving, focus sessions, task management, routine habit creation, and calendar sync
314;SHIFT - Instantly Secure Work That Fits With Your Lifestyle;Launching;none;Apps;Bournemouth, UK;;Andrew House;[];https://www.kickstarter.com/projects/andyhouse/shift-creating-local-jobs-for-local-people;Creating an app where you'll be able to secure shift work with local employers at short notice, without application forms or interviews
315;SUNMON Ultimate Car Shaver & Charger;Launching;none;Gadgets;Hong Kong, Hong Kong;;SUNMON;[];https://www.kickstarter.com/projects/1941949003/sunmon-ultimate-car-shaver-and-charger;Shave-on-the-Go, Charge-on-Demand | The cordless, extra-compact and ultra-portable car shaver & charger you always wanted to have
316;careers.today v1.0.2;Launching;none;Apps;Pensacola, FL;;DustinAdamLippert;['https://dustinadamlippert.com/', 'https://careers.today/'];https://www.kickstarter.com/projects/dustinadamlippert/careerstoday;A career discovery app helping anyone find and try work they'll love. Students first. Then everyone.
317;Free Social;Launching;none;Apps;South Florida, FL;;Logan Whitcomb;['https://app.customdev.tk/'];https://www.kickstarter.com/projects/loganwhitcomb12/free-social;Join the movement for a better social media experience and support the development of Free Social
318;VeeGaze: Smart Telescope with AI Star Navigation;Launching;none;Space Exploration;Los Angeles, CA;;VeeGaze;[];https://www.kickstarter.com/projects/veegaze/veegaze-smart-telescope-with-ai-star-navigation;Start-up smart telescope for beginners. Take you on a journey of starry sky exploration, and navigate your objects in seconds.
319;Closet Hangar Hook;Launching;none;3D Printing;Chino, CA;;Oridon777;[];https://www.kickstarter.com/projects/1518973855/closet-hangar-hook;A cool little hook that can help you save some room in your closet.
320;The Darkest Planet;Launching;none;Software;Aurora, CO;;BG_Studios;['https://www.blisscompany.org/'];https://www.kickstarter.com/projects/thedarkestplanet/the-darkest-planet;The Darkest Planet is a video game here at BG Studios that we are creating that will change the gaming world as we speak.
321;Mulberry Tart: DIY Arduino on LEGO for magical innovations;Launching;none;Robots;Vancouver, Canada;;Tart Robotics;['https://www.tartrobotics.com/'];https://www.kickstarter.com/projects/tartrobotics/mulberry-tart;Empower Your Imagination via an Open-source STEM Platform and More than 20 Programmable Blocks with All Levels of programming
322;Recruitly App;Launching;none;Apps;Washington, DC;;Cortez Taylor;['https://recruitmeapp9.godaddysites.com/'];https://www.kickstarter.com/projects/recruitmeapp/recruitme-app-new-ios-app;New Mobile App Connecting Student-Athletes with Coaches
323;AKIYA - an unforgettable journey to ancient Japan;Launching;none;Makerspaces;Kyoto-shi, Japan;;William Skinner;['https://www.akiya.eco/'];https://www.kickstarter.com/projects/akiya/dao;Experience the beauty of rural Japan, immersed in culture, art and incredible adventures!
324;Skipper: A modern STM32 based prototyping tool!;Launching;none;DIY Electronics;Kelowna, Canada;;Jack Herron;[];https://www.kickstarter.com/projects/cazzra/skipper-a-modern-stm32-based-prototyping-tool;Skipper is a modern prototype development board based on the STM32F407 MCU.
325;Commit: Put Your Goals, Dreams, And Health First;Launching;none;Web;San Diego, CA;;Walter Chao;[];https://www.kickstarter.com/projects/commi2me/commit-put-your-goals-dreams-and-health-first;A website that focuses on holding others accountable to their goals, dreams, and health
326;TRACKLESS;Launching;none;Gadgets;Munich, Germany;;Trackless UG;['http://www.tracklessinternational.com/'];https://www.kickstarter.com/projects/cryptotra/trackless;Message Encryption Device
327;65 Pickfun: AI Pet Camera Short Video Maker;Launching;none;Gadgets;Albany, NY;;Pickfun;['https://www.pick-fun.com/', 'https://www.facebook.com/profile.php?id=100087441916173', 'https://www.youtube.com/channel/UCdE1uihIam4IPkQmhYaR5ng'];https://www.kickstarter.com/projects/pickfun/pickfun-ai-pet-camera-short-video-maker;Not only is it a automatic short video production camera, but also a monitor for pets
328;Public OKR - Objectives and Key Results for Everyone;Launching;none;Software;Fermoy, Ireland;;Daniel Jose Da Silva;['https://danieljosedasilva.com/'];https://www.kickstarter.com/projects/danielsilva/public-okr-objective-and-key-results-for-everyone;OKR tool to facilitate communication, strategy alignment and people engagement to succeed in business, projects or personal achivements
329;BAM Smart Spatula - Easy chocolate tempering;Launching;none;DIY Electronics;Ljubljana, Slovenia;;BAM - Become A Master;['https://www.bamchocolate.com/', 'https://academy.bamchocolate.com/', 'https://www.youtube.com/c/BAMbecomeamaster/videos', 'https://www.facebook.com/mojacokolada'];https://www.kickstarter.com/projects/bam-become-a-master/bam-smart-spatula;Your chocolate tempering assistant. Become the best baker in the neighbourhood.
330;Aza People Connect;Launching;none;Web;San Francisco, CA;;Jeysen Yogaratnam;[];https://www.kickstarter.com/projects/azapeopleconnect/aza-people-connect;A Viscerally Creative Professional Networking Platform
331;Jafanda JF180: 3-in-1 Desktop Air Purifier;Launching;none;Gadgets;Richmond, CA;;Jafanda;['https://www.jafanda.com/'];https://www.kickstarter.com/projects/1272144753/jafanda-jf180-3-in-1-desktop-air-purifier;DUAL IN Technology | 3-Stage Filtration System | Bladeless Fan | Aromatherapy Effects | Ambience Lights
332;Humankinds;Launching;none;Apps;Tours, France;;Baptiste & Marie;['https://humankinds.io/'];https://www.kickstarter.com/projects/1008397698/humankindsio;The ethical and private social network, already online !
333;Inseye: eye tracking extension for enhanced graphics in VR;Launching;none;Hardware;San Francisco, CA;;Piotr Krukowski;['https://inseye.com/', 'https://www.linkedin.com/company/inseye-inc/mycompany/', 'https://www.youtube.com/channel/UC6v3YKNONMPEADF1k_1Q_rg', 'https://prelaunch.com/projects/inseye-enter-into-a-new-realm-inseye-enter-into-a-new-realm'];https://www.kickstarter.com/projects/inseye/inseye-eye-tracking-extension-for-enhanced-graphics-in-vr;Eye tracking extension for enhanced graphics in VR games and life-like feeling in VRChat
334;Baoling Bureau Rebirth Elves Toy Series;Launching;none;Gadgets;New York, NY;;BAOLIGAME;[];https://www.kickstarter.com/projects/1902198738/baoling-bureau-rebirth-elves-toy-series;A stunningly original exploration and collection game with a doomsday setting that rebirth Elves
335;AirPoint® Mouse: Wearable Wireless Ring & Desktop mouse;Launching;none;Hardware;Los Angeles, CA;;Magnima;['https://magnima.com/'];https://www.kickstarter.com/projects/magnima/airpoint-mouse-wearable-wireless-ring-and-desktop-mouse;AirPoint® is a dual mode air and surface mouse. Ideal for home office and presentations, the wearable Ring elevates mouse experience.
336;Travel Health Companion;Launching;none;Apps;London, UK;;Melanie Villarreal;['https://www.travelhealth-companion.com/'];https://www.kickstarter.com/projects/travel-companion/travel-health-companion;A digital platform that supports the well-being of international aid workers.
337;D911 Disaster Response Mobile App;Launching;none;Apps;Kennesaw, GA;;Daniel Francis;[];https://www.kickstarter.com/projects/d911/d911-disaster-response-mobile-app;Connect - Communicate - Conquer The D911 Mobile App allows disaster survivors to connect with local citizen responders.
338;Raya Bag;Launching;none;Gadgets;Austin, TX;;Katie;[];https://www.kickstarter.com/projects/katieananina/raya-bag;A fanny pack with handles for hands-free stroller walks
339;The Monster Detector;Launching;none;Gadgets;Charleston, SC;;Jason Houston;['https://themonsterdetector.com/', 'https://stingtings.com/', 'https://completewebcharleston.com/'];https://www.kickstarter.com/projects/jason-houston/the-monster-detector;Giving kids around the world confidence to sleep at night with the only device to detect and scare monsters of all sizes.
340;TandemPad game controller;Launching;none;Hardware;Krakow, Poland;;Kris;['http://tandempad.eu/'];https://www.kickstarter.com/projects/tandempad/tandempad-game-controller;Modular and transformable controller, designed to fill the gap between a gamepad and a mouse & keyboard
341;JamNexus.Studio;Launching;none;Apps;Grantsville, UT;;David Green;['http://www.dagreen4029.com/', 'https://www.jamnexus.studio/', 'http://www.lighttekdevelopment.tech/'];https://www.kickstarter.com/projects/dagreen4229/jamnexusstudio;Meet other musicians, form a new band, perform live on an augmented reality stage, and transform your world through digital eyes!
342;Faith Family;Launching;none;Apps;Oslo, Norway;;Faith Family;[];https://www.kickstarter.com/projects/faithfamily/faith-family;The community app that makes it easier to connect with other christians all over the world.
343;TV of the Future;Launching;none;Gadgets;Yonkers, NY;;DOREEN TECH;['https://www.doreenhub.com/'];https://www.kickstarter.com/projects/doreentech/tv-of-the-future;"Bringing the theater home,120"" Ambient Light Rejecting (ALR) concealed screen, An unique cabinet explicitly designed for UST projectors"
344;Build a Twitter Clone Using Blockchain - Web3 Video Course;Launching;none;Apps;South Florida, FL;;Bader Y;[];https://www.kickstarter.com/projects/badery/build-a-web3-twitter-clone-in-under-a-week-howtoweb3;Build a Twitter clone and become fullstack web3 application developer for the future of the internet.
345;AIMURUI—Eco-friendly Pet Toy & Snack Dispenser With Music;Launching;none;Gadgets;Hong Kong, Hong Kong;;AIMURUI;[];https://www.kickstarter.com/projects/1075013742/aimuruieco-friendly-pet-toy-andsnack-dispenser-with-music;The best toy that fills pets’life, to keep your pet active throughout the day.
346;YouConnect: the new way of exploring arts;Launching;none;Web;Venice, Italy;;Luca Carraro;[];https://www.kickstarter.com/projects/youconnectweb3/youconnect-the-new-way-of-exploring-arts;Bring entertainment - and beyond - available to anyone from everywhere
347;Bringing Dating Back;Launching;none;Apps;Los Angeles, CA;;Qeysh;['http://www.qeysh.com/'];https://www.kickstarter.com/projects/qeysh/bringing-dating-back;Click, Schedule, Date. Dating Made Simple. Verified Users. No Catfishing, No Ghosting
348;Holy Mountain Magickal Makerspace;Launching;none;Makerspaces;Longmont, CO;;Brother Moses Shenassa;['https://holymountain.co/', 'https://hoodoomoses.com/', 'https://instagram.com/hoodoomoses'];https://www.kickstarter.com/projects/hoodoomoses/holy-mountain-magickal-makerspace;My favorite makers, mystics and magickal folks coming together to create an IRL community space for the magickal + spiritual arts
349;Termafilm: Efficient and ecological heating system;Launching;none;Gadgets;Madrid, Spain;;Francisco Badea;[];https://www.kickstarter.com/projects/fbadea/termafilm-efficient-and-ecological-heating-system;Termafilm is a newly developed, energy efficient and ecological heating system, that will increase you comfort while saving money.
350;Slide Soket: An innovative surge protector like never before;Launching;none;Hardware;Canton, GA;;Will Owens;['https://slidingsoket.com/'];https://www.kickstarter.com/projects/slidesoket/slide-soket-an-innovative-surge-protector-like-never-before;Slide Soket is an adjustable surge protector designed to fit all of your devices guaranteed!
351;Cherry Hill Platform.com, A Free Health Support Community;Launching;none;Web;Jacksonville, NC;;Joshua William Walton;['https://www.cherryhillplatform.com/'];https://www.kickstarter.com/projects/cherryhillhealth/cherry-hill-platformcom-a-free-health-support-community;Where users can get advice in mental health and physical wellness, from people who fight the same conditions, right in their own area.
352;Circlone: The All-Verified, All-Ages Social Media;Launching;none;Software;London, UK;;Circlone;[];https://www.kickstarter.com/projects/rupertlowe/circlone-the-all-verified-all-ages-social-media;The modern & safe, age-friendly, server-based community building platform, designed around inclusivity and a verified-only user base.
353;FTS pro - Football Training System 1.0;Launching;none;Hardware;Szczecin, Poland;;PAKO-TECH;['https://www.pako-tech.pl/'];https://www.kickstarter.com/projects/tfspro/fts-pro-football-training-system-10;Training system to develop players' skills, tactics training  and fun for everyone.
354;Customizo;Launching;none;Apps;Pasadena, CA;;Norman Yuan;[];https://www.kickstarter.com/projects/464355618/customizo;An app that lets users order customized items like phone cases, t-shirts, mugs...
355;Vender Social;Launching;none;Apps;Belleville, Canada;;Doug Black;['https://www.vendersocial.com/'];https://www.kickstarter.com/projects/vender/vender-social;The Location-Based Social Media Platform and Digital Marketing solution.
356;Water Project;Launching;none;Hardware;San Diego, CA;;Water Project;[];https://www.kickstarter.com/projects/youbchat/youbchat;Bring water to anyone anywhere
357;Ergonomic Gaming Laptop Prototype;Launching;none;Technology;Long Beach, CA;;Anthony Montuya;['https://ergotauri.com/'];https://www.kickstarter.com/projects/erotauri/ergonomic-gaming-laptop-prototype;I want to create a prototype for a one-of-a-kind ergonomic gaming laptop!
358;FUELWELL. More MPG with less fuel;Launching;none;Gadgets;Wilmington, DE;;Serhii;['https://fuel-well.com/', 'https://ua.linkedin.com/company/fuelwellDelete', 'https://www.facebook.com/fuelwell.com.ua'];https://www.kickstarter.com/projects/fuelwell-/fuelwell-more-mpg-with-less-fuel;Plug-in device that reduces fuel consumption by 10% and reduces emission of your car
359;ADEVI - Secure Low-Code App Development Platform;Launching;none;Software;Melbourne, AU;;Marat Basyrov;['https://www.linkedin.com/in/maratbasyrov/', 'https://about.me/maratbasyrov', 'https://www.adevi.io/'];https://www.kickstarter.com/projects/maratbasyrov/adevi-web-and-mobile-app-development-platform;Custom App Development Platform. Robust Security Features. Real-Time Collaboration. Designed for Teams!
360;Smart touchless automatic sanitizer/soap dispenser;Launching;none;Hardware;Montreal, Canada;;James Laine;['https://unitecprotection.com/'];https://www.kickstarter.com/projects/jameslaine/smart-touchless-automatic-sanitizer-soap-dispenser;Efficient management of your dispenser(s) by delivering continuous sanitizer/soap through real-time automation.
361;JOURRIES - Beautiful Smart Jewelry That Stores Memories;Launching;none;Wearables;Dusseldorf, Germany;;JOURRIES;['https://jourries.com/', 'https://jourries-jewelry.com/'];https://www.kickstarter.com/projects/jourries-jewelry/jourries-beautiful-smart-jewelry-that-stores-your-memories;The high quality necklace that is compatible with your phone and becomes more valuable over time by adding your personal story.
362;New Age Vikings;Launching;none;Apps;Oslo, Norway;;Christian Hagen;[];https://www.kickstarter.com/projects/647752067/new-age-vikings;The community app for viking and norse fans
363;PT job! Work without barriers - an application!;Launching;none;Apps;Poznan, Poland;;Tatiana Mackowiak;['https://www.bluebaobab.pl/'];https://www.kickstarter.com/projects/ptjob/pt-job-work-without-barriers-an-application;Part time (and full time) jobs for refugees, socially excluded, students, teens, for work & travel and more...
364;Protector OX;Launching;none;Gadgets;Puebla, Mexico;;Luis Vargas;[];https://www.kickstarter.com/projects/protector-0x/protector-ox;This project will be the definitive solution to combat tire theft.
365;Music Jotter: Compose Music Online;Launching;none;Software;Cedar Grove, NJ;;Mike;['https://www.musicjotter.com/', 'https://www.youngcomposers.com/'];https://www.kickstarter.com/projects/musicjotter/music-jotter-compose-an-orchestra-or-write-a-song-online;Compose in your browser at the pro level. Green highlights play your music back. Export to video for YouTube!
366;Chomp-Champ: The Champion of Oral Sensory Input;Launching;none;Gadgets;Hiram, OH;;Natalie Evers;['https://chompchamp.my.canva.site/'];https://www.kickstarter.com/projects/chompchampchewy/chomp-champ-a-chewy-for-passionate-oral-sensory-seekers;A safe, durable, vibrating oral sensory chewy that offers inductive charging and inaccessible internal components
