serial_no;title;status;fund_perc;category;place;last_updated;company;websites;project_link;description
90;OceanChime - A Bluetooth Speaker & Alarm Clock in a Seashell;Launching;none;Gadgets;Farmington, MO;;VIVID;[];https://www.kickstarter.com/projects/vividcr/oceanchime-a-bluetooth-speaker-and-alarm-clock-in-a-seashell;Transform your space with the beauty of nature while enjoying rich sound and smart alarm features.
91;RxEssential;Launching;none;Apps;Houston, TX;;Emmanuel Opara;[];https://www.kickstarter.com/projects/888836174/rxessential;Your all-in-one app for medication management, health tracking, and pharmacy integration for better health outcomes.
92;Smart Paw Homes: Intelligent Shelters for Outdoor Animals;Launching;none;DIY Electronics;Barnum, MN;;Jason Milazzo;['https://www.smartpawhomes.com/'];https://www.kickstarter.com/projects/smartpawhomes/smart-paw-homes-intelligent-shelters-for-outdoor-animals;Create safe, monitored spaces for outdoor animals using affordable smart technology - providing products, DIY guides, and web tools.
93;Mobile Kitchin!;Launching;none;Software;Sheridan, WY;;Jamec Blue;['https://www.mobilekitchin.com/'];https://www.kickstarter.com/projects/mobilekitchin/mobile-kitchin-0;Mobile Kitchin Revolutionizes the Restaurant Industry with Innovative Rental Platform!
94;Solve Housing Crisis with Tiny Home Map;Launching;none;Web;Abbotsford, Canada;;Tim Wai;['https://maptiny.com/'];https://www.kickstarter.com/projects/sustahome/solve-housing-crisis-with-free-tiny-home-map;We've just created Maptiny.com, a free and open map helping people to find parking for their tiny homes, increasing affordable housing.
95;The META Parenting | EMOTIONAL INTELLIGENCE;Launching;none;Apps;Toledo, OH;;Alex Khartchenko;[];https://www.kickstarter.com/projects/ei-100/the-meta-parenting-emotional-intelligence;Psychoeducational Course for Parents: Building a Neurobiological Foundation for Emotional Intelligence in Children
96;DUNGEMON: 3D STL Miniatures&Character sheet for D&D - Part1;Launching;none;3D Printing;San Remo, Italy;;Dario;[];https://www.kickstarter.com/projects/3dzio/dungemon-3d-stl-miniaturesandcharacter-sheet-for-dandd-part1;Pokémon-inspired creatures ready for your D&D campaign, with 3D miniatures and complete character sheets!
97;My Reps: The New Way To Bring Accountability To Government;Launching;none;Apps;Gloucester, VA;;Phillip;[];https://www.kickstarter.com/projects/myreps/my-reps-the-new-way-to-bring-accountability-to-government;Tired of congress never listening to their constituents? We are aiming to fix that by introducing a new app to correct our legislators.
98;DryAF | Reusable, 100% Metal Spools For 3D Printing.;Launching;none;3D Printing;Gloucestershire, UK;;Gregory;['https://hexaxes.xyz/'];https://www.kickstarter.com/projects/hexaxes/dryaf-reusable-100-metal-spools-for-3d-printing;Engineered to fix many common problems with plastic spools, reusable spools and spool refills. Bambu Lab & MasterSpool compatible.
99;Chat Unlimited - A AI chat based app that uses multiple AI;Launching;none;Apps;Meriden, CT;;Sean F;[];https://www.kickstarter.com/projects/1637930376/chat-unlimited-a-ai-chat-based-app-that-uses-multiple-ai;"Chat unlimited is a chat app that utilizes multiple AI models, as well as an ""AI Agent"" tech that allows for autonomous behavior."
100;Let the right Vybes find you with Vybe Check & Vybe Biz;Launching;none;Apps;Orlando, FL;;Perrin Knight;[];https://www.kickstarter.com/projects/vybecheck/let-the-righ-vybes-find-you-with-vybe-check-and-vybe-biz;Vybe Check and Vybe Biz unite users and businesses, delivering vibe-matched results to make every outing feel like an adventure!
101;Strap Sentry : The Cargo Strap Tension Monitor;Launching;none;Gadgets;Troy, MI;;Strap Sentry;['https://www.strapsentry.com/'];https://www.kickstarter.com/projects/strapsentry/strap-sentry-the-cargo-strap-tension-monitor;Keep your focus on the road ahead, and not the load behind. Get alerts when your cargo may be becoming unsecured.
102;QUICKBOARDS;Launching;none;DIY Electronics;Brantford, Canada;;Moe Salih;['https://quickboards.io/'];https://www.kickstarter.com/projects/moesalih/quickboards;An open-source library of building block PCBs designed to simplify, streamline, and accelerate your electronics prototyping.
103;Sesame - Design with Conscience;Launching;none;Web;Cincinnati, OH;;Rita David;['https://www.innovationgirls.com/'];https://www.kickstarter.com/projects/ivgworld-sesame/sesame-design-with-conscience;Revolutionize Fashion: Upcycle, Digitize, and Connect for a Sustainable Future.
104;Freakstone F500: High-Speed, Industrial-Grade 3D Printer;Launching;none;3D Printing;Los Angeles, CA;;FREAK STONE;[];https://www.kickstarter.com/projects/freakstonef500/freakstone-f500-high-speed-industrial-grade-3d-printer;Create with precision and speed in a large 500x500x500mm volume.
105;YOGAPOD: the tripod you can always have with you;Launching;none;Camera Equipment;Treviso, Italy;;YOGAPOD;[];https://www.kickstarter.com/projects/yogapod/yogapod-the-tripod-you-can-always-have-with-you;a new tripod concept, small, light, strong, flat, for shooting even when you didn't plan on it. A valuable companion for your travels.
106;Eprody: The Amazon of Digital Products;Launching;none;Web;London, UK;;Eprody;[];https://www.kickstarter.com/projects/50215498/eprody-the-amazon-of-digital-products;Start earning from your creativity. Eprody is an all-in-one platform for selling and marketing digital products with ease.
107;ROGUE Wind Turbine: Power For Any Adventure;Launching;none;Hardware;Seattle, WA;;Pacific Sky Power LLC;['http://pacificskypower.com/'];https://www.kickstarter.com/projects/pacificskypower/rogue-portable-off-grid-power-for-any-adventure;Generate Power Anywhere, Anytime with Orbital Spin, Wind or Sun | Superfast to Setup
108;CopyFrog.AI: All-in-One AI-Powered Content Creation Platform;Launching;none;Software;Nice, France;;Grigoriy;['https://copyfrog.ai/'];https://www.kickstarter.com/projects/665062669/copyfrogai-all-in-one-ai-powered-content-creation-platform;Supercharge your marketing - from eye-catching images and persuasive ad copy to engaging product descriptions and beyond.
109;AwareCam Transform Any Camera into a Smart AI-powered Device;Launching;none;Apps;London, UK;;ZERAYA LTD;[];https://www.kickstarter.com/projects/2054796775/awarecam-transform-any-camera-into-a-smart-ai-powered-device;AwareCam turns any IP cam into a Smart AI-powered Device with face recognition, motion detection, secure local computing, and more!
110;RIMU: Bridging the gap between humans and technology;Launching;none;Gadgets;Hong Kong, Hong Kong;;DENGTEC;['https://rimu.me/'];https://www.kickstarter.com/projects/rimu-yg/rimu-open-source-esp32-s3-project-43-touch-modular;build in wifi, blue tooth, antenna + sma connector, 8Gb, usb+otg, tripod mount, ota, buzzer, angle sensor, haptic motor and 1020mAh.
111;MUITAVY Chargebox: 200W 4-in-1 Multi-Device Charge Solution;Launching;none;Gadgets;Hong Kong, Hong Kong;;MUITAVY;[];https://www.kickstarter.com/projects/1753337850/muitavy-chargebox-200w-4-in-1-multi-device-charge-solution;All-in-one concept | 200W Ultra-fast charger | 3 Retractable cable | Support Wireless Charging | Lightning Adapter | Magnetic Design
112;Clozr.ai;Launching;none;Software;Murrieta, CA;;Joel;[];https://www.kickstarter.com/projects/proshark/clozrai;A Game-Changing Sales Automation Platform
113;The UltraLite: a light for all devices;Launching;none;Camera Equipment;Atlanta, GA;;Justin McClure;[];https://www.kickstarter.com/projects/ultralite/the-ultralite-a-light-for-all-devices;Portable Ring Light Connects to Any Device for Effortless Content Creation
114;Visionfabri: Bringing 3D printing to all;Launching;none;Makerspaces;Dusseldorf, Germany;;Athanasios Rogkotis;[];https://www.kickstarter.com/projects/vfa/visionfabri-bringing-3d-printing-to-all;Democratising 3D printing one person at a time
115;Fipsy FPGA V2 - The Breakout Board for Beginners & Creatives;Launching;none;DIY Electronics;Rockville, MD;;Matthew Zamora;['http://www.mocomakers.com/', 'https://meetup.com/MoCoMakers'];https://www.kickstarter.com/projects/1013562009/fipsy-fpga-v2-the-breakout-board-for-beginners-and-creatives;A core for creativity, and a seriously powerful electronics tool. This breakout board supports learning and applying FPGAs.
116;Adulting: The App to Help You Manage Life's Overwhelm;Launching;none;Apps;Phoenix, AZ;;Breanna Stone;[];https://www.kickstarter.com/projects/theadultingapp/adulting-the-app-to-help-you-manage-lifes-overwhelm;There’s no manual for life, but this app is the next best thing.
117;ComposeHer: Women Behind the Music;Launching;none;Apps;Sacramento, CA;;Vanessa Neves-Jackson;[];https://www.kickstarter.com/projects/composeher/composeher-women-behind-the-music;A platform by women, for women, to connect, create, and elevate their careers in the music industry.
118;ChocoDream: The World's First 3D Chocolate Printing Pen;Launching;none;DIY Electronics;Denver, CO;;ChocoDream;[];https://www.kickstarter.com/projects/1879284963/chocodream-the-worlds-first-3d-chocolate-printing-pen;For Chololate Lovers丨3D Printing丨Universal Compatibility丨30-37°C Temperature Control丨Speed Control丨Easy to Use丨Family Fun
119;Mecha Comet - Modular Linux Handheld Computer;Launching;none;Hardware;Washington, MO;;Mecha Systems Inc.;['https://mecha.so/'];https://www.kickstarter.com/projects/mecha-systems/mecha-comet-modular-linux-handheld-computer;Truly yours to own, build and mod.
120;RacquetSense: AI-Driven Tennis Insights;Launching;none;Wearables;Barcelona, Spain;;Kemalcan Bora;['https://racquetsense.com/'];https://www.kickstarter.com/projects/kemalcanbora/racquetsense;Elevate your game with advanced AI analysis. Optimize technique, strategy, and performance across tennis, paddle, and stroke sports.
121;Birds Eye Aerial Drones, LLC (BEAD);Launching;none;Flight;San Diego, CA;;Scott Painter;['https://birdseyeaerialdrones.com/', 'https://www.facebook.com/profile.php?id=61568461554263', 'https://twitter.com/BirdsEyeDrones', 'https://instagram.com/birdseyedrones', 'https://www.linkedin.com/company/birds-eye-aerial-drones-llc/', 'https://www.linkedin.com/in/ChiefPilot'];https://www.kickstarter.com/projects/bead/birds-eye-aerial-drones-llc-bead;BEAD is a Service-Disabled Veteran-Owned Small Business (SDVOSB) founded and led by Scott Painter
122;UnFunk: Move Past the Funk and Step into Your Full Potential;Launching;none;Apps;Ocala, FL;;Heather Behr, MS, PhD, CNS;['https://drheatherbehr.square.site/'];https://www.kickstarter.com/projects/unfunk/unfunk-move-past-the-funk-and-step-into-your-full-potential;Where other apps focus on just one piece, UnFunk integrates it all: personal development, mindfulness, and meditation.
123;Silicon Valley STEM Learning Makerspaces;Launching;none;DIY Electronics;Sunnyvale, CA;;Shahaf;['https://www.linkedin.com/in/shahaf-baron/', 'https://arduinostudio.com/', 'https://embeddedmaker.com/', 'https://arduinojs.com/'];https://www.kickstarter.com/projects/embeddedmaker/silicon-valley-stem-learning-makerspaces;Establishing unique hi-tech makerspaces in the Silicon Valley that will inspire both children and adults
124;TechSherlock: : Your Personal PC Assistant;Launching;none;Software;München, Germany;;Mayfly;[];https://www.kickstarter.com/projects/mayflyofficial/techsherlock-your-personal-pc-assistant;Unlock the power of AI to diagnose and fix your PC problems automatically.
125;Auto Ears - the first auto on/off hearing protection;Launching;none;Sound;Seattle, WA;;Logan;['https://autoears.com/'];https://www.kickstarter.com/projects/autoears/info;They turn on when you put them on. They turn off when you take them off. No more fumbling to turn them on, no more dead batteries!
126;Arealm One: Turn Your Phone into a Spatial Camera!;Launching;none;Camera Equipment;Hong Kong, Hong Kong;;Arealm Tech;['https://arealm.tech/'];https://www.kickstarter.com/projects/arealmtech/arealm-one-spatial-camera-for-meta-quest-vision-pro-and-pico;6:5 Aspect Ratio& 4K Resolution | Real-Time Preview | AI Capturing Assist | Magnetic to Phone| Spatial Cut | Real Realm MR APP
127;NovoWash;Launching;none;Apps;Colorado Springs, CO;;NovoWash;[];https://www.kickstarter.com/projects/novo-wash/novowash;NovoWash is transforming the car wash and detailing industry with an innovative, user-friendly platform.
128;Empowering Traders in China's Dynamic Market;Launching;none;Software;Manhattan, NY;;William Liu;['https://www.tongdaxinformulas.com/'];https://www.kickstarter.com/projects/tongdaxinformulas/mastering-successful-investing-in-china-unlocking-profits;"""Simplify Your Trading with Real-Time Insights and High-Probability Opportunities"""
129;A Portable Cassette Player Customized by You, Cassettemize;Launching;none;Sound;Tokyo, Japan;;Masahiro Tomita (aka Hiro Akihabara);['https://snapbeat.net/'];https://www.kickstarter.com/projects/hiro-akihabara/cassettemize-portable-cassette-player-customized-by-you;A 3D printed cassette tape player. Express yourself with an interactive 3D product customizer.
130;JondaKnows: Transforming How People Think About Money;Launching;none;Apps;Huntington, WV;;Jonda Lowe;['https://jondaknows.com/'];https://www.kickstarter.com/projects/thetithechallenge/jondaknows-transforming-how-people-think-about-money;An AI-Driven Faith-Based Personal Finance App that completely transforms how you think about money.
131;Music Visualization project;Launching;none;Gadgets;Fort Lauderdale, FL;;Oleksandr;['https://www.uoigroup.org/electronics'];https://www.kickstarter.com/projects/uoi/music-visualization-project;Visualization of music using DMX,vector graphics and AI.Multiprocessor distributed system, with automatic and direct modes.
132;TURBINE BIRDS PROJECT;Launching;none;Hardware;Kamouraska, Canada;;Ali El Zaher Buendia;['https://www.kolibriwindstorm.com/'];https://www.kickstarter.com/projects/459381052/turbine-birds-project;Innovative portable counter-rotational wind turbine prototypes made to challenge the wind and obtain from it the maximum energy!!!
133;Canadian Women in Real Estate Foundation;Launching;none;Web;Vancouver, Canada;;Jacquie McCarnan;['https://c-wire.ca/', 'https://northvanhomesales.com/'];https://www.kickstarter.com/projects/cwire/canadian-women-in-real-estate-foundation;A subscription based website of information and inspiration for women, by women, working in real estate in Canada.
134;BreezeShade 2.0 Cool breeze, sleep dark;Launching;none;3D Printing;Nuremberg, Germany;;Michael Witt;[];https://www.kickstarter.com/projects/98216873/breezeshade-20-cool-breeze-sleep-dark;The BreezeShade helps you keep cool at night. They insert into your window and allow air to flow unhindered while blocking all light.
135;LingoYak AI: The Future of Language Learning  ChatGPT Fueled;Launching;none;Gadgets;Mexico City, Mexico;;LingoYak;['https://www.lingoyak.com/', 'https://blog.lingoyak.com/'];https://www.kickstarter.com/projects/lingoyak/lingoyak-the-chatgpt-ai-powered-language-learning-shortcut;Get 1 FREE Subs | Speak any Language 10x Faster with LingoYak AI Chat System | Learn Multiple Languages Same Time | ChatGPT Powered
136;Gate Lockbox latch;Launching;none;Hardware;Palmdale, CA;;Cross Latch;['https://crosslatch.net/', 'https://www.facebook.com/profile.php?id=61565778636147'];https://www.kickstarter.com/projects/crosslatch/gate-lockbox-latch;The Gate lockbox latch system, 2 way gate access, lock-box for double cylinder deadbolt, Robust Pry proof design
137;CHOR;Launching;none;Apps;London, UK;;CHOR;['https://www.chor.ltd/'];https://www.kickstarter.com/projects/chor/chor;Connecting local communities through real-life tasks. CHOR provides a platform for people to post and complete jobs and tasks.
138;wunderkammer WoO.1: A Portable Music Creator;Launching;none;Sound;Hong Kong, Hong Kong;;wunderkammer;['https://wunderkammertech.com/'];https://www.kickstarter.com/projects/wunderkammertech/wunderkammer-woo1-a-portable-music-creator;A Music Inspiration Controller，A Portable Looper&Sampler，Usable sounds of cultural diversity
139;ASTADRIVE: Direct Connect NVMe SSD Enclosure with USB C Hub;Launching;none;Hardware;Seattle, WA;;Astaflow LLC;[];https://www.kickstarter.com/projects/astaflow/astadrive-direct-connect-nvme-ssd-enclosure-with-usb-c-hub;Elegant solution for extending your computer's disk memory, especially designed for seamless wire-free connectivity in MacBooks
140;Smart Build;Launching;none;Hardware;Middletown, DE;;InCreative;['https://iincreative.com/'];https://www.kickstarter.com/projects/smartbuild/smart-build;Innovation, AI, virtual assistant construction, durability, and precision. Embrace contech to optimize your time and investment.
141;PicoDrive: World's Smallest EDC USB4/TB4 40Gbps Portable SSD;Launching;none;Gadgets;Singapore, Singapore;;PicoLabs;['https://discord.com/invite/bgxTnx7Acj', 'https://hackaday.com/2023/02/14/all-about-usb-c-talking-low-level-pd/'];https://www.kickstarter.com/projects/148188623/picodrive-worlds-smallest-edc-usb4-tb4-40gbps-portable-ssd;Ultralight 1.05 Oz | Palm sized | Up to 4TB | Max 4.0GB/s Read & 3.5GB/s Write | 4K ProRes Recording | Windows/Mac/IOS/Android Support
142;Gud Plan Builds Custom Easy-to-Teach Homeschool Lesson Plans;Launching;none;Apps;Chicago, IL;;Christian Maxwell;['https://gudmamarx.com/'];https://www.kickstarter.com/projects/gudplan/uncomplicating-homeschooling-the-gud-mama-lesson-plan-app;Make custom, easy-to-implement homeschool lesson plans for your child for the week, month or year right from your phone!
143;Building a Platform for Global Real Estate Investments;Launching;none;Web;Albuquerque, NM;;Jan Milata;[];https://www.kickstarter.com/projects/investinperu/building-a-platform-for-global-real-estate-investment;Creating a platform for global investors to access and manage real estate and agriculture projects in Peru with expert guidance.
144;SweetieFlake: The Ultimate Fully-Automatic Shaved Ice Maker;Launching;none;Hardware;Colorado Springs, CO;;SWEETIEFLAKE;[];https://www.kickstarter.com/projects/sweetieflake/compact-automatic-snowflake-shaved-ice-dessert-maker-machine;Effortless Ice Making | Quick Setup | Superior Ice Quality | IPX4 Waterproof | Ideal for Home & Commercial Use
145;hOcO;Launching;none;Gadgets;España, Spain;;Aritz Goicoechea Pinto;[];https://www.kickstarter.com/projects/hocos/hoco;First Automated Raspberry
146;Mado Precision Fitting Solar Window Shades;Launching;none;Hardware;Santa Cruz, CA;;Mado Dynamic;[];https://www.kickstarter.com/projects/madodynamic/mado-precision-fitting-solar-window-shades;Install easily in under 3 minutes. Motorized. No measuring, drilling or tools needed. Beautiful, simple, engineered for everyone.
147;Dine in, Take away, Delivery: Every bite on every block.;Launching;none;Web;Melbourne, AU;;Matt Dash;['https://www.dineintakeawaydelivery.com/'];https://www.kickstarter.com/projects/dtdonline/dine-in-take-away-delivery-every-bite-on-every-block;An all encompassing modern directory for food and beverage businesses to be found by customers. Not just some businesses, all of them!
148;SpaceCase 2 ⚡️ Professional PC case SFX LP .Z CPU Throttling;Launching;none;Hardware;Simi Valley, CA;;Engineering by huckleberry17;[];https://www.kickstarter.com/projects/huckleberry17/spacecase-2-professional-pc-case-lp-zero-cpu-throttling;A ultralight rigid SFX PC Case | stronger, lighter, faster, portable professional grade PC Case | Zero CPU throttling*
149;Wizard Deadbolt: Magic of Palm Vein Recognition Tech;Launching;none;Hardware;Singapore, Singapore;;Napheesa Collier;[];https://www.kickstarter.com/projects/tentenwavelogic/revolutionizing-smart-locks-the-future-of-palm-print-recogn;Enhance Home Security and Experience Unmatched Convenience with Our Innovative Palm-Print Recognition Technology
150;Help Us Build a DIY Plastic-Degrading Enzyme Kit Prototype;Launching;none;Technology;Chapel Hill, NC;;Plastizyme;[];https://www.kickstarter.com/projects/plastizyme/help-us-build-a-diy-plastic-degrading-enzyme-kit-prototype;Be part of the PETase revolution—back the prototype and gain exclusive early access to our groundbreaking plastic-degrading enzyme kit.
151;BL!NKr: A DIY Self-Contained LED Strip Control Unit;Launching;none;DIY Electronics;Sacramento, CA;;Tom Berarducci - TNB Technologies, LLC;['https://www.tnbtechnologies.com/', 'https://www.linkedin.com/in/tom-berarducci/'];https://www.kickstarter.com/projects/tomberarducci/blnkr-a-diy-self-contained-led-strip-control-unit;Build your own LED strip controller that's both versatile and simple, with support for many LED strip types and NO APP NEEDED!
152;"""ALice AI"" - The Virtual Therapist";Launching;none;Software;Kalmar, Sweden;;Jake Newelski III;['https://blog.soothe.nu/newtech/', 'https://linkedin.com/in/jakenew/'];https://www.kickstarter.com/projects/newelski/alice-ai-the-virtual-therapist;Proprietary AI Architecture Design that we Envision Assisting Humans Struggling with Mental Health issues, Anxiety & Depression, etc.
153;Sushi Board - DIY IoT & Automation;Launching;none;DIY Electronics;Milan, Italy;;mo.IoT;['https://www.mo-iot.net/', 'https://www.instagram.com/sushi_board_iot/'];https://www.kickstarter.com/projects/moiot/sushi-board-diy-iot-and-automation;ESP32-based modular hardware-software system for general-purpose IoT, suitable for educational and real-world applications.
154;JungleMusca: AR cultural guide in anyplace and any language!;Launching;none;Apps;Turin, Italy;;Lorenzo Bettoli;['https://coutanstudio.eu/'];https://www.kickstarter.com/projects/967558732/junglemusca-ar-cultural-guide-in-anyplace-and-any-language;Discover the World in a Whole New Way: Sonic and Augmented Reality Adventures Await!
155;SensorNode: A DIY Sensor Kit for Home Assistant;Launching;none;DIY Electronics;Sacramento, CA;;Tom Berarducci - TNB Technologies, LLC;['https://www.tnbtechnologies.com/', 'https://www.linkedin.com/in/tom-berarducci/'];https://www.kickstarter.com/projects/tomberarducci/sensornode-a-diy-sensor-platform-for-home-assistant;Easily Add Common Sensors to Home Assistant with one Credit-Card sized board.
156;SalonConnect : La Web App de RDV en Ligne pour Coiffeur;Launching;none;Web;France, France;;Josué;[];https://www.kickstarter.com/projects/salonconnect/salonconnect-la-web-app-de-rdv-en-ligne-pour-coiffeur;Permettez à vos clients de choisir leur coiffeur et de réserver en ligne grâce à notre app
157;Aliasing.Pro;Launching;none;Web;Los Angeles, CA;;Monkey;['https://aliasing.pro/'];https://www.kickstarter.com/projects/monkeymakes/aliasingpro;Aliasing.Pro is a web app for making pixel art. This Kickstarter will fund a gallery, animation tools, a sprite sheet maker, and more!
158;Ultrane Development: Bringing Innovation Back to Oldham;Launching;none;Software;Oldham, UK;;Logan Harris;['https://ultranedevelopment.co.uk/', 'https://loganharris.uk/'];https://www.kickstarter.com/projects/loganharris/ultrane-development-bringing-innovation-back-to-oldham;Ultrane Development is a software company dedicated to revitalizing Oldham's creative industry.
159;Vanesia: Ai Food Diet Tracker Camera;Launching;none;Wearables;Rome, Italy;;Vanesia;['https://vanesia.blog/'];https://www.kickstarter.com/projects/vanesia/ai-food-diet-tracker-camera;No more notes while eating or cooking | No more mobile at the table| Measure your food Calories with a snap!
160;Findly Lost and Found;Launching;none;Apps;Berlin, Germany;;Ali;[];https://www.kickstarter.com/projects/aliabdelaziem/findly-lost-and-found;Findly is an AI-powered app that quickly reports and finds lost items using AI image recognition and instant alert notification.
161;Oflava: Leg-Worn Air Conditioning;Launching;none;Wearables;London, UK;;Bahaa;[];https://www.kickstarter.com/projects/oflava/oflava-wearable-air-conditioning;Our patent-pending electronic device, is designed to deliver both cooling and heating effects for comfort in bad weather.
162;More Connection Cam: Natural Eye Contact for Video Calls;Launching;none;Camera Equipment;London, UK;;Sean;['https://moreconnection.co/'];https://www.kickstarter.com/projects/seanhayes/more-connection-cam-natural-eye-contact-for-video-calls;Make eye contact with the webcam, and even with each other, simply by looking at who you are talking to on video calls.
163;LOOP SPORTS;Launching;none;Apps;Salt Lake City, UT;;Noelia Guerra;['https://local-cooperative.com/'];https://www.kickstarter.com/projects/lcllc/loop-sports;Free and accessible women's sports platform for any age!
164;4D Motion: Real Time Swing Analysis & Training Garment;Launching;none;Wearables;Ridgewood, NJ;;David Todhunter;['https://www.4dmotionsports.com/'];https://www.kickstarter.com/projects/1636591395/4d-motion-real-time-swing-analysis-and-training-garment;A garment with embedded 3D sensors that instantly analyzes & trains your swing in practice or even on the course where it counts!
165;Reading App for kids with Auditory Processing Disorder;Launching;none;Apps;South Florida, FL;;Gaetana Richard;['https://hearlearningapp.wixsite.com/hearlearning'];https://www.kickstarter.com/projects/hearlearningapp/reading-app-for-kids-with-auditory-processing-disorder;Empower Kids with Auditory Processing Disorder Through an Innovative Learning App that will help them with reading!
166;Tank Commander : Aquarium automation;Launching;none;Gadgets;Seattle, WA;;Faraz Khan;['https://www.mzmlab.com/'];https://www.kickstarter.com/projects/fenomatik/tank-commander-aquarium-automation;A smart device that reduces the need for continuous manual effort, making fish keeping easy and more fun
167;Cytrence Kiwi: makes your laptop a KVM over USB & much more;Launching;none;Gadgets;Burlington, MA;;Cytrence;['https://www.cytrence.com/'];https://www.kickstarter.com/projects/cytrence/cytrence-kiwi-tiny-kvm-over-usb-but-does-much-more;KVM over USB3, Laptop/PC as KVM console, for Single Board Computer/SBC, Raspberry Pi, Mini PC, Edge Computer, UART, GPIO, File Sharing
